CBSA,CBSA Code,Date,AQI,Category,Defining Parameter,Defining Site,Number of Sites Reporting
"San Francisco-Oakland-Hayward, CA",41860,2019-12-11,79,Moderate,PM2.5,06-013-0002,18
"San Francisco-Oakland-Hayward, CA",41860,2019-12-12,37,Good,PM2.5,06-013-0002,17
"San Francisco-Oakland-Hayward, CA",41860,2019-12-13,33,Good,NO2,06-001-0013,17
"San Francisco-Oakland-Hayward, CA",41860,2019-12-14,37,Good,Ozone,06-081-1001,18
"San Francisco-Oakland-Hayward, CA",41860,2019-12-15,35,Good,Ozone,06-013-1004,17
"San Francisco-Oakland-Hayward, CA",41860,2019-12-16,33,Good,PM2.5,06-001-0013,17
"San Francisco-Oakland-Hayward, CA",41860,2019-12-17,56,Moderate,PM2.5,06-001-0015,18
"San Francisco-Oakland-Hayward, CA",41860,2019-12-18,36,Good,PM2.5,06-013-0002,17
"San Francisco-Oakland-Hayward, CA",41860,2019-12-19,35,Good,PM2.5,06-001-0013,16
"San Francisco-Oakland-Hayward, CA",41860,2019-12-20,63,Moderate,PM2.5,06-001-0013,18
"San Francisco-Oakland-Hayward, CA",41860,2019-12-21,64,Moderate,PM2.5,06-013-0002,17
"San Francisco-Oakland-Hayward, CA",41860,2019-12-22,37,Good,Ozone,06-075-0005,17
"San Francisco-Oakland-Hayward, CA",41860,2019-12-23,32,Good,NO2,06-001-0011,18
"San Francisco-Oakland-Hayward, CA",41860,2019-12-24,33,Good,Ozone,06-075-0005,17
"San Francisco-Oakland-Hayward, CA",41860,2019-12-25,33,Good,Ozone,06-001-2001,17
"San Francisco-Oakland-Hayward, CA",41860,2019-12-26,36,Good,NO2,06-001-0011,17
"San Francisco-Oakland-Hayward, CA",41860,2019-12-27,39,Good,PM2.5,06-001-0007,17
"San Francisco-Oakland-Hayward, CA",41860,2019-12-28,42,Good,PM2.5,06-001-0013,17
"San Francisco-Oakland-Hayward, CA",41860,2019-12-29,38,Good,PM2.5,06-013-0002,18
"San Francisco-Oakland-Hayward, CA",41860,2019-12-30,41,Good,PM2.5,06-001-0013,17
"San Francisco-Oakland-Hayward, CA",41860,2019-12-31,44,Good,PM2.5,06-001-0009,17
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-01-01,56,Moderate,PM2.5,06-085-0006,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-01-02,51,Moderate,PM2.5,06-085-0006,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-01-03,62,Moderate,PM2.5,06-085-0006,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-01-04,59,Moderate,PM2.5,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-01-05,37,Good,PM2.5,06-085-0002,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-01-06,34,Good,Ozone,06-085-2006,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-01-07,30,Good,Ozone,06-069-0002,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-01-08,37,Good,PM2.5,06-085-0006,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-01-09,33,Good,Ozone,06-085-1001,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-01-10,38,Good,PM2.5,06-085-0006,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-01-11,33,Good,Ozone,06-069-0002,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-01-12,39,Good,Ozone,06-069-0003,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-01-13,32,Good,Ozone,06-069-0003,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-01-14,35,Good,Ozone,06-085-0006,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-01-15,36,Good,Ozone,06-085-1001,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-01-16,37,Good,Ozone,06-085-2006,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-01-17,46,Good,PM2.5,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-01-18,47,Good,PM2.5,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-01-19,42,Good,PM2.5,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-01-20,37,Good,Ozone,06-069-0003,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-01-21,34,Good,Ozone,06-069-0003,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-01-22,34,Good,NO2,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-01-23,50,Good,PM2.5,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-01-24,53,Moderate,PM2.5,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-01-25,64,Moderate,PM2.5,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-01-26,62,Moderate,PM2.5,06-085-0006,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-01-27,68,Moderate,PM2.5,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-01-28,67,Moderate,PM2.5,06-085-0006,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-01-29,62,Moderate,PM2.5,06-085-0006,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-01-30,58,Moderate,PM2.5,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-01-31,33,Good,PM2.5,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-02-01,39,Good,Ozone,06-085-2006,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-02-02,41,Good,Ozone,06-085-2006,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-02-03,37,Good,Ozone,06-085-2006,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-02-04,38,Good,Ozone,06-069-0002,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-02-05,35,Good,Ozone,06-069-0003,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-02-06,41,Good,PM2.5,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-02-07,35,Good,Ozone,06-069-0003,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-02-08,36,Good,Ozone,06-069-0003,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-02-09,39,Good,Ozone,06-085-2006,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-02-10,41,Good,Ozone,06-085-2006,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-02-11,34,Good,Ozone,06-069-0003,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-02-12,40,Good,Ozone,06-085-2006,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-02-13,40,Good,Ozone,06-085-2006,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-02-14,38,Good,Ozone,06-085-2006,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-02-15,37,Good,Ozone,06-069-0002,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-02-16,35,Good,Ozone,06-085-2006,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-02-17,38,Good,Ozone,06-085-2006,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-02-18,35,Good,PM2.5,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-02-19,39,Good,Ozone,06-069-0003,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-02-20,37,Good,Ozone,06-085-2006,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-02-21,35,Good,Ozone,06-085-2006,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-02-22,37,Good,Ozone,06-069-0003,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-02-23,36,Good,Ozone,06-069-0002,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-02-24,35,Good,Ozone,06-085-2006,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-02-25,35,Good,Ozone,06-085-2006,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-02-26,34,Good,Ozone,06-069-0003,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-02-27,33,Good,Ozone,06-085-2006,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-02-28,36,Good,Ozone,06-085-2006,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-03-01,45,Good,PM2.5,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-03-02,54,Moderate,PM2.5,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-03-03,32,Good,Ozone,06-069-0002,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-03-04,39,Good,Ozone,06-069-0002,6
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-03-05,34,Good,Ozone,06-069-0003,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-03-06,39,Good,Ozone,06-085-2006,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-03-07,36,Good,Ozone,06-069-0002,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-03-08,39,Good,Ozone,06-085-2006,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-03-09,37,Good,Ozone,06-085-2006,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-03-10,40,Good,Ozone,06-085-2006,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-03-11,43,Good,PM2.5,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-03-12,40,Good,Ozone,06-085-2006,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-03-13,43,Good,Ozone,06-069-0003,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-03-14,44,Good,Ozone,06-069-0003,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-03-15,46,Good,Ozone,06-069-0003,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-03-16,47,Good,Ozone,06-085-2006,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-03-17,51,Moderate,PM2.5,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-03-18,56,Moderate,PM2.5,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-03-19,54,Moderate,Ozone,06-069-0003,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-03-20,44,Good,Ozone,06-085-2006,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-03-21,42,Good,Ozone,06-085-2006,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-03-22,36,Good,Ozone,06-085-2006,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-03-23,44,Good,Ozone,06-085-2006,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-03-24,41,Good,Ozone,06-085-2006,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-03-25,44,Good,Ozone,06-069-0003,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-03-26,38,Good,Ozone,06-085-2006,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-03-27,39,Good,Ozone,06-085-2006,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-03-28,40,Good,Ozone,06-069-0003,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-03-29,45,Good,Ozone,06-069-0003,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-03-30,41,Good,Ozone,06-085-0002,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-03-31,44,Good,Ozone,06-085-2006,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-04-01,42,Good,Ozone,06-069-0003,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-04-02,34,Good,Ozone,06-069-0003,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-04-03,31,Good,Ozone,06-085-2006,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-04-04,33,Good,PM2.5,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-04-05,33,Good,Ozone,06-085-0002,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-04-06,43,Good,PM2.5,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-04-07,33,Good,Ozone,06-085-1001,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-04-08,38,Good,PM2.5,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-04-09,43,Good,Ozone,06-085-2006,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-04-10,42,Good,Ozone,06-069-0003,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-04-11,43,Good,PM2.5,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-04-12,43,Good,Ozone,06-085-0002,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-04-13,46,Good,Ozone,06-085-2006,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-04-14,43,Good,Ozone,06-069-0003,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-04-15,54,Moderate,Ozone,06-069-0003,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-04-16,43,Good,Ozone,06-085-2006,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-04-17,41,Good,Ozone,06-085-2006,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-04-18,51,Moderate,Ozone,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-04-19,51,Moderate,Ozone,06-069-0003,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-04-20,41,Good,Ozone,06-085-2006,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-04-21,39,Good,Ozone,06-085-2006,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-04-22,53,Moderate,PM2.5,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-04-23,64,Moderate,Ozone,06-085-2006,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-04-24,55,Moderate,PM2.5,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-04-25,61,Moderate,PM2.5,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-04-26,56,Moderate,PM2.5,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-04-27,51,Moderate,PM2.5,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-04-28,56,Moderate,PM2.5,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-04-29,47,Good,PM2.5,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-04-30,43,Good,PM2.5,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-05-01,51,Moderate,PM2.5,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-05-02,58,Moderate,Ozone,06-069-0003,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-05-03,61,Moderate,Ozone,06-085-2006,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-05-04,53,Moderate,PM2.5,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-05-05,42,Good,Ozone,06-069-0002,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-05-06,34,Good,Ozone,06-069-0003,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-05-07,35,Good,Ozone,06-069-0003,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-05-08,38,Good,Ozone,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-05-09,38,Good,PM2.5,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-05-10,39,Good,Ozone,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-05-11,48,Good,Ozone,06-069-0003,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-05-12,44,Good,Ozone,06-069-0003,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-05-13,45,Good,Ozone,06-069-0003,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-05-14,36,Good,Ozone,06-085-2006,6
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-05-15,39,Good,Ozone,06-069-0002,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-05-16,40,Good,Ozone,06-069-0002,6
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-05-17,42,Good,Ozone,06-069-0003,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-05-18,37,Good,Ozone,06-069-0003,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-05-19,44,Good,Ozone,06-085-2006,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-05-20,42,Good,Ozone,06-069-0002,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-05-21,37,Good,Ozone,06-085-2006,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-05-22,37,Good,Ozone,06-085-2006,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-05-23,40,Good,PM2.5,06-085-0002,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-05-24,34,Good,Ozone,06-069-0003,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-05-25,39,Good,Ozone,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-05-26,42,Good,Ozone,06-069-0002,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-05-27,32,Good,Ozone,06-069-0003,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-05-28,37,Good,Ozone,06-069-0003,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-05-29,52,Moderate,PM2.5,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-05-30,34,Good,Ozone,06-069-0003,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-05-31,48,Good,Ozone,06-069-0003,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-06-01,51,Moderate,PM2.5,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-06-02,31,Good,Ozone,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-06-03,42,Good,Ozone,06-069-0003,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-06-04,74,Moderate,Ozone,06-085-2006,6
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-06-05,64,Moderate,PM2.5,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-06-06,42,Good,Ozone,06-085-2006,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-06-07,45,Good,Ozone,06-069-0003,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-06-08,47,Good,Ozone,06-069-0003,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-06-09,64,Moderate,Ozone,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-06-10,136,Unhealthy for Sensitive Groups,Ozone,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-06-11,126,Unhealthy for Sensitive Groups,Ozone,06-085-1001,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-06-12,84,Moderate,Ozone,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-06-13,42,Good,PM2.5,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-06-14,36,Good,PM2.5,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-06-15,37,Good,PM2.5,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-06-16,30,Good,Ozone,06-085-1001,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-06-17,37,Good,Ozone,06-069-0003,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-06-18,44,Good,Ozone,06-069-0003,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-06-19,39,Good,Ozone,06-085-1001,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-06-20,32,Good,Ozone,06-069-0003,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-06-21,46,Good,PM2.5,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-06-22,53,Moderate,PM2.5,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-06-23,54,Moderate,PM2.5,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-06-24,53,Moderate,PM2.5,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-06-25,47,Good,PM2.5,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-06-26,31,Good,Ozone,06-085-2006,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-06-27,38,Good,Ozone,06-069-0003,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-06-28,36,Good,Ozone,06-069-0003,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-06-29,47,Good,Ozone,06-069-0003,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-06-30,42,Good,Ozone,06-069-0003,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-07-01,41,Good,Ozone,06-085-2006,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-07-02,45,Good,PM2.5,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-07-03,47,Good,PM2.5,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-07-04,70,Moderate,PM2.5,06-085-0002,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-07-05,50,Good,PM2.5,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-07-06,47,Good,PM2.5,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-07-07,39,Good,PM2.5,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-07-08,36,Good,Ozone,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-07-09,39,Good,Ozone,06-085-2006,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-07-10,42,Good,Ozone,06-069-0003,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-07-11,38,Good,Ozone,06-069-0003,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-07-12,45,Good,Ozone,06-069-0003,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-07-13,44,Good,Ozone,06-085-0002,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-07-14,44,Good,Ozone,06-069-0003,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-07-15,34,Good,PM2.5,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-07-16,31,Good,Ozone,06-085-2006,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-07-17,48,Good,Ozone,06-069-0003,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-07-18,37,Good,Ozone,06-069-0003,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-07-19,33,Good,PM2.5,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-07-20,37,Good,PM2.5,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-07-21,41,Good,Ozone,06-069-0003,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-07-22,50,Good,Ozone,06-085-1001,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-07-23,88,Moderate,PM2.5,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-07-24,126,Unhealthy for Sensitive Groups,Ozone,06-085-2006,6
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-07-25,74,Moderate,Ozone,06-085-1001,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-07-26,47,Good,Ozone,06-069-0003,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-07-27,74,Moderate,Ozone,06-085-2006,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-07-28,74,Moderate,Ozone,06-085-1001,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-07-29,51,Moderate,PM2.5,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-07-30,51,Moderate,PM2.5,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-07-31,48,Good,PM2.5,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-08-01,31,Good,Ozone,06-069-0003,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-08-02,41,Good,Ozone,06-069-0003,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-08-03,48,Good,Ozone,06-085-2006,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-08-04,37,Good,Ozone,06-085-0002,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-08-05,53,Moderate,PM2.5,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-08-06,49,Good,PM2.5,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-08-07,45,Good,PM2.5,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-08-08,39,Good,Ozone,06-085-2006,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-08-09,36,Good,Ozone,06-085-0002,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-08-10,26,Good,Ozone,06-085-2006,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-08-11,43,Good,Ozone,06-069-0003,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-08-12,46,Good,Ozone,06-085-2006,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-08-13,54,Moderate,Ozone,06-085-1001,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-08-14,119,Unhealthy for Sensitive Groups,Ozone,06-085-2006,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-08-15,97,Moderate,Ozone,06-085-1001,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-08-16,57,Moderate,PM2.5,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-08-17,40,Good,PM2.5,06-085-0005,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-08-18,34,Good,Ozone,06-069-0003,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-08-19,34,Good,Ozone,06-069-0003,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-08-20,41,Good,Ozone,06-069-0003,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-08-21,54,Moderate,Ozone,06-069-0003,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-08-22,36,Good,Ozone,06-085-2006,7
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019-08-23,48,Good,PM2.5,06-085-0005,7
